Source,CorrID,Target,InstID,Overallcount,Type,Label,Weight
"Hugo von Hofmannsthal","11740","Westbahnstrecke","41229","3","Directed","Hugo von Hofmannsthal–Westbahnstrecke","1"
"Hugo von Hofmannsthal","11740","Wenzel Swatek","40036","3","Directed","Hugo von Hofmannsthal–Wenzel Swatek","1"
"Hugo von Hofmannsthal","11740","Wiener Akademische Vereinigung","29614","3","Directed","Hugo von Hofmannsthal–Wiener Akademische Vereinigung","3"
"Eduard Michael Kafka","2563","Berliner Tageblatt","29329","13","Directed","Eduard Michael Kafka–Berliner Tageblatt","1"
"Eduard Michael Kafka","2563","»Freie Bühne« Verein für moderne Literatur","29781","9","Directed","Eduard Michael Kafka–»Freie Bühne« Verein für moderne Literatur","1"
"Eduard Michael Kafka","2563","Magazin für die Literatur des Auslandes","29625","7","Directed","Eduard Michael Kafka–Magazin für die Literatur des Auslandes","2"
"Eduard Michael Kafka","2563","Saisontheater Ischl","42649","3","Directed","Eduard Michael Kafka–Saisontheater Ischl","1"
"Karl Kraus","11988","Neue Freie Presse","29351","113","Directed","Karl Kraus–Neue Freie Presse","1"
"Karl Kraus","11988","Lessing-Theater","35053","32","Directed","Karl Kraus–Lessing-Theater","1"
"Karl Kraus","11988","Wiener Allgemeine Zeitung","29670","25","Directed","Karl Kraus–Wiener Allgemeine Zeitung","3"
"Karl Kraus","11988","Franz-Grillparzer-Preis","29677","16","Directed","Karl Kraus–Franz-Grillparzer-Preis","1"
"Karl Kraus","11988","»Freie Bühne« Verein für moderne Literatur","29781","9","Directed","Karl Kraus–»Freie Bühne« Verein für moderne Literatur","2"
"Karl Kraus","11988","Magazin für die Literatur des Auslandes","29625","7","Directed","Karl Kraus–Magazin für die Literatur des Auslandes","5"
"Karl Kraus","11988","Berliner Börsen-Courier","29406","7","Directed","Karl Kraus–Berliner Börsen-Courier","1"
"Karl Kraus","11988","Bibliographisches Bureau","29716","6","Directed","Karl Kraus–Bibliographisches Bureau","1"
"Karl Kraus","11988","Freie Bühne","29561","6","Directed","Karl Kraus–Freie Bühne","1"
"Fedor Mamroth","4986","Frankfurter Zeitung","29442","187","Directed","Fedor Mamroth–Frankfurter Zeitung","7"
"Fedor Mamroth","4986","S. Fischer Verlag","29639","85","Directed","Fedor Mamroth–S. Fischer Verlag","1"
"Fedor Mamroth","4986","An der schönen blauen Donau","29698","15","Directed","Fedor Mamroth–An der schönen blauen Donau","1"
"Fedor Mamroth","4986","Josef Eberle Stein-, Buch und Musikaliendruckerei","53104","14","Directed","Fedor Mamroth–Josef Eberle Stein-, Buch und Musikaliendruckerei","1"
"Fedor Mamroth","4986","Freund & Jeckel","39772","4","Directed","Fedor Mamroth–Freund & Jeckel","1"
"Fedor Mamroth","4986","E. Pierson’s Verlag","29771","4","Directed","Fedor Mamroth–E. Pierson’s Verlag","1"
"Thomas Mann","12176","S. Fischer Verlag","29639","85","Directed","Thomas Mann–S. Fischer Verlag","4"
"Thomas Mann","12176","Nobelpreis","29679","6","Directed","Thomas Mann–Nobelpreis","2"
"Max Mell","12225","Frankfurter Zeitung","29442","187","Directed","Max Mell–Frankfurter Zeitung","1"
"Max Mell","12225","Volkstheater","36430","31","Directed","Max Mell–Volkstheater","1"
"Julius Rodenberg","9550","Deutsche Rundschau","34931","5","Directed","Julius Rodenberg–Deutsche Rundschau","5"
"Julius Rodenberg","9550","Gebrüder Paetel Verlag","29660","3","Directed","Julius Rodenberg–Gebrüder Paetel Verlag","3"
"Frank Wedekind","13068","Georg Müller Verlag","29584","5","Directed","Frank Wedekind–Georg Müller Verlag","1"
"Paul Goldmann","11485","Frankfurter Zeitung","29442","187","Directed","Paul Goldmann–Frankfurter Zeitung","172"
"Paul Goldmann","11485","Neue Freie Presse","29351","113","Directed","Paul Goldmann–Neue Freie Presse","43"
"Paul Goldmann","11485","S. Fischer Verlag","29639","85","Directed","Paul Goldmann–S. Fischer Verlag","3"
"Paul Goldmann","11485","Burgtheater","36247","81","Directed","Paul Goldmann–Burgtheater","29"
"Paul Goldmann","11485","Die Zeit. Wiener Wochenschrift [Redaktion]","29209","73","Directed","Paul Goldmann–Die Zeit. Wiener Wochenschrift [Redaktion]","12"
"Paul Goldmann","11485","Deutsches Theater Berlin","35597","32","Directed","Paul Goldmann–Deutsches Theater Berlin","10"
"Paul Goldmann","11485","Lessing-Theater","35053","32","Directed","Paul Goldmann–Lessing-Theater","3"
"Paul Goldmann","11485","Volkstheater","36430","31","Directed","Paul Goldmann–Volkstheater","14"
"Paul Goldmann","11485","Die Zeit","29626","26","Directed","Paul Goldmann–Die Zeit","4"
"Paul Goldmann","11485","Wiener Allgemeine Zeitung","29670","25","Directed","Paul Goldmann–Wiener Allgemeine Zeitung","3"
"Paul Goldmann","11485","Franz-Grillparzer-Preis","29677","16","Directed","Paul Goldmann–Franz-Grillparzer-Preis","1"
"Paul Goldmann","11485","An der schönen blauen Donau","29698","15","Directed","Paul Goldmann–An der schönen blauen Donau","14"
"Paul Goldmann","11485","Josef Eberle Stein-, Buch und Musikaliendruckerei","53104","14","Directed","Paul Goldmann–Josef Eberle Stein-, Buch und Musikaliendruckerei","14"
"Paul Goldmann","11485","Wiener Verlag","29636","14","Directed","Paul Goldmann–Wiener Verlag","3"
"Paul Goldmann","11485","Berliner Tageblatt","29329","13","Directed","Paul Goldmann–Berliner Tageblatt","9"
"Paul Goldmann","11485","Deutsche Zeitung","29424","12","Directed","Paul Goldmann–Deutsche Zeitung","1"
"Paul Goldmann","11485","Jung-Wiener Theater zum Lieben Augustin","143199","11","Directed","Paul Goldmann–Jung-Wiener Theater zum Lieben Augustin","4"
"Paul Goldmann","11485","Concordia. Journalisten- und Schriftstellerverein","29752","10","Directed","Paul Goldmann–Concordia. Journalisten- und Schriftstellerverein","2"
"Paul Goldmann","11485","Raimund-Theater","39666","9","Directed","Paul Goldmann–Raimund-Theater","1"
"Paul Goldmann","11485","»Freie Bühne« Verein für moderne Literatur","29781","9","Directed","Paul Goldmann–»Freie Bühne« Verein für moderne Literatur","2"
"Paul Goldmann","11485","Vossische Zeitung","29331","9","Directed","Paul Goldmann–Vossische Zeitung","5"
"Paul Goldmann","11485","Albert Langen","29654","8","Directed","Paul Goldmann–Albert Langen","4"
"Paul Goldmann","11485","Schiller-Theater","57124","7","Directed","Paul Goldmann–Schiller-Theater","5"
"Paul Goldmann","11485","Berliner Börsen-Courier","29406","7","Directed","Paul Goldmann–Berliner Börsen-Courier","2"
"Paul Goldmann","11485","Berliner Theater","29380","7","Directed","Paul Goldmann–Berliner Theater","3"
"Paul Goldmann","11485","Odéon","93494","6","Directed","Paul Goldmann–Odéon","3"
"Paul Goldmann","11485","Théâtre Libre","88609","6","Directed","Paul Goldmann–Théâtre Libre","5"
"Paul Goldmann","11485","Théâtre de l’Œuvre","88605","6","Directed","Paul Goldmann–Théâtre de l’Œuvre","5"
"Paul Goldmann","11485","Norddeutscher Lloyd","53340","6","Directed","Paul Goldmann–Norddeutscher Lloyd","2"
"Paul Goldmann","11485","Freie Bühne","29561","6","Directed","Paul Goldmann–Freie Bühne","1"
"Paul Goldmann","11485","Reichstag","144185","5","Directed","Paul Goldmann–Reichstag","5"
"Paul Goldmann","11485","Überbrettl","144041","5","Directed","Paul Goldmann–Überbrettl","5"
"Paul Goldmann","11485","Bayreuther Festspiele","29811","5","Directed","Paul Goldmann–Bayreuther Festspiele","5"
"Paul Goldmann","11485","Die Presse","29270","5","Directed","Paul Goldmann–Die Presse","3"
"Paul Goldmann","11485","Journal des débats","29221","5","Directed","Paul Goldmann–Journal des débats","5"
"Paul Goldmann","11485","Französische Abgeordnetenkammer","92784","4","Directed","Paul Goldmann–Französische Abgeordnetenkammer","4"
"Paul Goldmann","11485","Freund & Jeckel","39772","4","Directed","Paul Goldmann–Freund & Jeckel","1"
"Paul Goldmann","11485","Nouvelle Revue","34277","4","Directed","Paul Goldmann–Nouvelle Revue","3"
"Paul Goldmann","11485","E. Pierson’s Verlag","29771","4","Directed","Paul Goldmann–E. Pierson’s Verlag","1"
"Paul Goldmann","11485","Bauernfeld-Preis","29675","4","Directed","Paul Goldmann–Bauernfeld-Preis","2"
"Paul Goldmann","11485","Société des Auteurs et Compositeurs Dramatiques","29397","4","Directed","Paul Goldmann–Société des Auteurs et Compositeurs Dramatiques","1"
"Paul Goldmann","11485","[Ehrenrat der österreichisch-ungarischen Armee zur Veröffentlichung von Lieutenant Gustl, 1901]","334886","3","Directed","Paul Goldmann–[Ehrenrat der österreichisch-ungarischen Armee zur Veröffentlichung von Lieutenant Gustl, 1901]","1"
"Paul Goldmann","11485","Preussen","118782","3","Directed","Paul Goldmann–Preussen","3"
"Paul Goldmann","11485","La Liberté","93006","3","Directed","Paul Goldmann–La Liberté","3"
"Paul Goldmann","11485","Théâtre du Vaudeville","92987","3","Directed","Paul Goldmann–Théâtre du Vaudeville","3"
"Paul Goldmann","11485","Comédie-Française","87992","3","Directed","Paul Goldmann–Comédie-Française","1"
"Paul Goldmann","11485","Schauspielhaus Berlin","55522","3","Directed","Paul Goldmann–Schauspielhaus Berlin","3"
"Paul Goldmann","11485","Berliner Morgenpost","46218","3","Directed","Paul Goldmann–Berliner Morgenpost","1"
"Paul Goldmann","11485","Éditions Perrin","40681","3","Directed","Paul Goldmann–Éditions Perrin","2"
"Paul Goldmann","11485","Mercure de France","34301","3","Directed","Paul Goldmann–Mercure de France","1"
"Paul Goldmann","11485","Akademischer Verein für Kunst und Literatur","29767","3","Directed","Paul Goldmann–Akademischer Verein für Kunst und Literatur","2"
"Paul Goldmann","11485","Tägliche Rundschau","29691","3","Directed","Paul Goldmann–Tägliche Rundschau","3"
"Emil Ludwig","12126","S. Fischer Verlag","29639","85","Directed","Emil Ludwig–S. Fischer Verlag","1"
"Felix Salten","2167","Neue Freie Presse","29351","113","Directed","Felix Salten–Neue Freie Presse","5"
"Felix Salten","2167","S. Fischer Verlag","29639","85","Directed","Felix Salten–S. Fischer Verlag","24"
"Felix Salten","2167","Burgtheater","36247","81","Directed","Felix Salten–Burgtheater","10"
"Felix Salten","2167","Die Zeit. Wiener Wochenschrift [Redaktion]","29209","73","Directed","Felix Salten–Die Zeit. Wiener Wochenschrift [Redaktion]","1"
"Felix Salten","2167","Deutsches Theater Berlin","35597","32","Directed","Felix Salten–Deutsches Theater Berlin","1"
"Felix Salten","2167","Lessing-Theater","35053","32","Directed","Felix Salten–Lessing-Theater","2"
"Felix Salten","2167","Volkstheater","36430","31","Directed","Felix Salten–Volkstheater","3"
"Felix Salten","2167","Die Zeit","29626","26","Directed","Felix Salten–Die Zeit","22"
"Felix Salten","2167","Wiener Allgemeine Zeitung","29670","25","Directed","Felix Salten–Wiener Allgemeine Zeitung","14"
"Felix Salten","2167","Neues Wiener Tagblatt","29414","17","Directed","Felix Salten–Neues Wiener Tagblatt","1"
"Felix Salten","2167","Franz-Grillparzer-Preis","29677","16","Directed","Felix Salten–Franz-Grillparzer-Preis","3"
"Felix Salten","2167","Wiener Schachclub","43143","14","Directed","Felix Salten–Wiener Schachclub","2"
"Felix Salten","2167","Wiener Verlag","29636","14","Directed","Felix Salten–Wiener Verlag","2"
"Felix Salten","2167","Jung-Wiener Theater zum Lieben Augustin","143199","11","Directed","Felix Salten–Jung-Wiener Theater zum Lieben Augustin","4"
"Felix Salten","2167","Concordia. Journalisten- und Schriftstellerverein","29752","10","Directed","Felix Salten–Concordia. Journalisten- und Schriftstellerverein","2"
"Felix Salten","2167","Raimund-Theater","39666","9","Directed","Felix Salten–Raimund-Theater","1"
"Felix Salten","2167","Paul Zsolnay Verlag","36907","9","Directed","Felix Salten–Paul Zsolnay Verlag","6"
"Felix Salten","2167","Südbahnstrecke","41943","8","Directed","Felix Salten–Südbahnstrecke","3"
"Felix Salten","2167","Schiller-Theater","57124","7","Directed","Felix Salten–Schiller-Theater","2"
"Felix Salten","2167","Norddeutscher Lloyd","53340","6","Directed","Felix Salten–Norddeutscher Lloyd","2"
"Felix Salten","2167","?? [Wiener Club September 1901]","169320","5","Directed","Felix Salten–?? [Wiener Club September 1901]","2"
"Felix Salten","2167","Ullstein Verlag","29681","5","Directed","Felix Salten–Ullstein Verlag","1"
"Felix Salten","2167","Georg Müller Verlag","29584","5","Directed","Felix Salten–Georg Müller Verlag","2"
"Felix Salten","2167","Österreichische Rundschau","29496","5","Directed","Felix Salten–Österreichische Rundschau","1"
"Felix Salten","2167","Berliner Neueste Nachrichten","29207","5","Directed","Felix Salten–Berliner Neueste Nachrichten","4"
"Felix Salten","2167","Morgen. Wochenschrift für deutsche Kultur","34262","4","Directed","Felix Salten–Morgen. Wochenschrift für deutsche Kultur","1"
"Felix Salten","2167","E. Pierson’s Verlag","29771","4","Directed","Felix Salten–E. Pierson’s Verlag","1"
"Felix Salten","2167","B.Z. am Mittag","29702","4","Directed","Felix Salten–B.Z. am Mittag","3"
"Felix Salten","2167","Münchener General-Anzeiger","29664","4","Directed","Felix Salten–Münchener General-Anzeiger","4"
"Felix Salten","2167","Die Zukunft","29631","4","Directed","Felix Salten–Die Zukunft","1"
"Felix Salten","2167","»Phönix« Versicherung","142908","3","Directed","Felix Salten–»Phönix« Versicherung","3"
"Felix Salten","2167","Hamburg-Amerika-Linie","51619","3","Directed","Felix Salten–Hamburg-Amerika-Linie","1"
"Felix Salten","2167","Phaidon-Verlag","48752","3","Directed","Felix Salten–Phaidon-Verlag","1"
"Felix Salten","2167","Internationale Ausstellung für Musik und Theaterwesen","45127","3","Directed","Felix Salten–Internationale Ausstellung für Musik und Theaterwesen","2"
"Felix Salten","2167","Saisontheater Ischl","42649","3","Directed","Felix Salten–Saisontheater Ischl","2"
"Felix Salten","2167","Bezirksgericht Wien Josefstadt","29605","3","Directed","Felix Salten–Bezirksgericht Wien Josefstadt","1"
