Source,SourceID,Lat-Long-Sender,Target,TargetID,Lat-Long-Receiver,Type,Label,Weight
"Stockholm","1119","59,325 18,05","Stockholm","1119","59,325 18,05","Directed","Stockholm–Stockholm","3"
"Stockholm","1119","59,325 18,05","Kopenhagen","36300","55,67594 12,56553","Directed","Stockholm–Kopenhagen","1"
"Hong Kong","44086","22,27832 114,17469","Wien","50","48,208333 16,373056","Directed","Hong Kong–Wien","1"
"Hotel Bristol Berlin","127","52,516152 13,383456","Berlin","168","52,52437 13,41053","Directed","Hotel Bristol Berlin–Berlin","1"
"Berlin","168","52,52437 13,41053","Hotel de Rome","215","52,51664 13,38774","Directed","Berlin–Hotel de Rome","1"
"Frankfurt am Main","146","50,11552 8,68417","Paris","182","48,85341 2,3488","Directed","Frankfurt am Main–Paris","2"
"Charlottenburg","9925","52,516667 13,3","Helsingør","726","56,03606 12,6136","Directed","Charlottenburg–Helsingør","1"
"1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Südbahnhotel [Semmering]","413","47,647222 15,83","Directed","1/1 Post- und Telegraphenamt 1–Südbahnhotel [Semmering]","1"
"Bad Ischl","213","47,71109 13,61893","Gasthof Fritz","43036","46,82779 13,34913","Directed","Bad Ischl–Gasthof Fritz","1"
"Gasthof Fritz","43036","46,82779 13,34913","Vahrn","946","46,73901 11,63749","Directed","Gasthof Fritz–Vahrn","1"
"Wien","50","48,208333 16,373056","Svendborg","58988","55,05982 10,60677","Directed","Wien–Svendborg","1"
"Svendborg","58988","55,05982 10,60677","Thurø","65738","55,04767 10,69703","Directed","Svendborg–Thurø","1"
"Thurø","65738","55,04767 10,69703","Kopenhagen","36300","55,67594 12,56553","Directed","Thurø–Kopenhagen","1"
"Roma Termini","148287","41,900648 12,501755","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Roma Termini–Sternwartestraße 71","1"
"Semmering","189","47,64224 15,8241","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Semmering–Sternwartestraße 71","1"
"Linkstraße 25","364699","52,507 13,37459","Ordination Arthur Schnitzler [Bösendorferstraße 11]","167789","48,2012 16,37188","Directed","Linkstraße 25–Ordination Arthur Schnitzler [Bösendorferstraße 11]","1"
"Wien","50","48,208333 16,373056","Lido","259","45,38333 12,35","Directed","Wien–Lido","1"
"Wien","50","48,208333 16,373056","Wildbad Waldbrunn","723","46,751211 12,101269","Directed","Wien–Wildbad Waldbrunn","1"
"Altaussee","34401","47,639444 13,763333","Berlin","168","52,52437 13,41053","Directed","Altaussee–Berlin","1"
"Salzburg","30","47,80067 13,04532","Reichenau an der Rax","483","47,7 15,83333","Directed","Salzburg–Reichenau an der Rax","1"
"Reichenau an der Rax","483","47,7 15,83333","Kurhaus Rudolfsbad","44982","47,69852 15,84453","Directed","Reichenau an der Rax–Kurhaus Rudolfsbad","1"
"9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Kaiser-Franz-Ring 54","365095","48,010891 16,242066","Directed","9/3 Post- und Telegraphenamt 72–Kaiser-Franz-Ring 54","1"
"Kaiser-Franz-Ring 54","365095","48,010891 16,242066","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Kaiser-Franz-Ring 54–1/1 Post- und Telegraphenamt 1","1"
"Frankgasse 1","168934","48,21533 16,35736","Hôtel Hassler","623","41,90627 12,4829","Directed","Frankgasse 1–Hôtel Hassler","1"
"Nürnberg","44172","49,45421 11,07752","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Nürnberg–1/1 Post- und Telegraphenamt 1","1"
"Eibsee","90567","47,45601 10,97311","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Eibsee–Tiefer Graben 17","1"
"Haus Bahr","207274","48,186771 16,261305","Palasthotel Berlin","88","52,509241 13,376984","Directed","Haus Bahr–Palasthotel Berlin","1"
"Rab [Stadt]","334746","44,75697971262979 14,759960156402798","Rab [Stadt]","334746","44,75697971262979 14,759960156402798","Directed","Rab [Stadt]–Rab [Stadt]","1"
"Rab [Stadt]","334746","44,75697971262979 14,759960156402798","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Rab [Stadt]–Sternwartestraße 71","1"
"Bad Ischl","213","47,71109 13,61893","Insel Hiddensee","45270","54,56689 13,10411","Directed","Bad Ischl–Insel Hiddensee","1"
"Biel","36477","47,13713 7,24608","Biel","36477","47,13713 7,24608","Directed","Biel–Biel","1"
"Biel","36477","47,13713 7,24608","Steindorf am Ossiacher See","34860","46,6992 13,98892","Directed","Biel–Steindorf am Ossiacher See","1"
"Cortina d’Ampezzo","34199","46,5369 12,13903","Wien","50","48,208333 16,373056","Directed","Cortina d’Ampezzo–Wien","1"
"Brijuni","45260","44,91417 13,76222","Hotel Waldhaus am See","51935","46,49703 9,84903","Directed","Brijuni–Hotel Waldhaus am See","1"
"Bad Ischl","213","47,71109 13,61893","Vahrn","946","46,73901 11,63749","Directed","Bad Ischl–Vahrn","1"
"Indischer Ozean","118674","-22,0 76,0","Sri Lanka","44342","7,75 80,75","Directed","Indischer Ozean–Sri Lanka","1"
"Sri Lanka","44342","7,75 80,75","Wien","50","48,208333 16,373056","Directed","Sri Lanka–Wien","1"
"Sanatorium am Königspark","143582","51,04911361 13,83213937","Dresden","866","51,0833 13,7666","Directed","Sanatorium am Königspark–Dresden","1"
"Trient","954","46,06787 11,12108","Trient","954","46,06787 11,12108","Directed","Trient–Trient","1"
"Trient","954","46,06787 11,12108","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Trient–9/3 Post- und Telegraphenamt 72","1"
"Rovereto","100867","45,886444 11,045222","Wien","50","48,208333 16,373056","Directed","Rovereto–Wien","1"
"Skodsborg","958","55,8225 12,57324","Willergasse 2","231810","48,139276 16,257741","Directed","Skodsborg–Willergasse 2","1"
"Kairo","839","30,06263 31,24967","Kairo","839","30,06263 31,24967","Directed","Kairo–Kairo","1"
"Kairo","839","30,06263 31,24967","XVIII., Währing","68","48,23333 16,31667","Directed","Kairo–XVIII., Währing","1"
"Tremezzo","91936","45,98423 9,21613","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Tremezzo–Edmund-Weiß-Gasse 7","1"
"IX., Alsergrund","59","48,22387 16,35641","VIII., Josefstadt","58","48,21126 16,34706","Directed","IX., Alsergrund–VIII., Josefstadt","1"
"VIII., Josefstadt","58","48,21126 16,34706","Kochgasse 8","249577","48,212327 16,349717","Directed","VIII., Josefstadt–Kochgasse 8","2"
"Spittal an der Drau","41052","46,8 13,5","Berlin","168","52,52437 13,41053","Directed","Spittal an der Drau–Berlin","1"
"Würzburg","852","49,79391 9,95121","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Würzburg–Edmund-Weiß-Gasse 7","1"
"Reichenau an der Rax","483","47,7 15,83333","Willergasse 2","231810","48,139276 16,257741","Directed","Reichenau an der Rax–Willergasse 2","1"
"1/1 Post- und Telegraphenamt 15","365220","48,20246 16,370739","18/1 Post- und Telegraphenamt 111","365226","48,230794 16,344569","Directed","1/1 Post- und Telegraphenamt 15–18/1 Post- und Telegraphenamt 111","1"
"St. Moritz-Bad","52277","46,46667 9,83333","Wien","50","48,208333 16,373056","Directed","St. Moritz-Bad–Wien","1"
"Paris","182","48,85341 2,3488","Prag","652","50,08333 14,46667","Directed","Paris–Prag","1"
"Grand Hotel Stockholm","40705","59,329722 18,075556","Schweden","44335","62,0 15,0","Directed","Grand Hotel Stockholm–Schweden","1"
"Schweden","44335","62,0 15,0","Hotel Kongen af Danmark","40903","55,676944 12,586111","Directed","Schweden–Hotel Kongen af Danmark","1"
"Peking","118369","39,9075 116,39723","Wien","50","48,208333 16,373056","Directed","Peking–Wien","1"
"Charlottenburg","9925","52,516667 13,3","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Charlottenburg–Edmund-Weiß-Gasse 7","1"
"Bregenz","40321","47,50311 9,7471","Lochau","91159","47,53333 9,75","Directed","Bregenz–Lochau","1"
"Lochau","91159","47,53333 9,75","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Lochau–Tiefer Graben 17","1"
"Paris","182","48,85341 2,3488","Boulevard des Italiens","296841","48,871419 2,336997","Directed","Paris–Boulevard des Italiens","1"
"Boulevard des Italiens","296841","48,871419 2,336997","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Boulevard des Italiens–Sternwartestraße 71","1"
"St. Moritz","44374","46,49937 9,84327","Hasenauerstraße 59","235251","48,23365 16,33494","Directed","St. Moritz–Hasenauerstraße 59","1"
"Interlaken","916","46,68387 7,86638","Hasenauerstraße 59","235251","48,23365 16,33494","Directed","Interlaken–Hasenauerstraße 59","1"
"Bansin","147498","53,95988 14,12954","Bansin","147498","53,95988 14,12954","Directed","Bansin–Bansin","1"
"Bansin","147498","53,95988 14,12954","XVIII., Währing","68","48,23333 16,31667","Directed","Bansin–XVIII., Währing","1"
"Hotel du Lac","40812","45,883097 10,852736","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Hotel du Lac–Tiefer Graben 23","1"
"Weißenbach am Attersee","34344","47,8004 13,5358","Celerina","12589","46,5146 9,8622","Directed","Weißenbach am Attersee–Celerina","1"
"Celerina","12589","46,5146 9,8622","Bad Ragaz","49990","47,00601 9,50266","Directed","Celerina–Bad Ragaz","1"
"Bad Ragaz","49990","47,00601 9,50266","Wien","50","48,208333 16,373056","Directed","Bad Ragaz–Wien","1"
"Bad Ischl","213","47,71109 13,61893","Weißenbach am Attersee","34344","47,8004 13,5358","Directed","Bad Ischl–Weißenbach am Attersee","2"
"Genf","562","46,20222 6,14569","Hasenauerstraße 59","235251","48,23365 16,33494","Directed","Genf–Hasenauerstraße 59","1"
"18/1 Post- und Telegraphenamt 110","365223","48,22513 16,343276","Tiefer Graben 17","207301","48,212284 16,367725","Directed","18/1 Post- und Telegraphenamt 110–Tiefer Graben 17","1"
"Pressbaum","44271","48,18333 16,08333","Bad Ischl","213","47,71109 13,61893","Directed","Pressbaum–Bad Ischl","1"
"Lavarone","461","45,93632 11,27206","Wien","50","48,208333 16,373056","Directed","Lavarone–Wien","1"
"Menton","36456","43,77649 7,50435","Wien","50","48,208333 16,373056","Directed","Menton–Wien","1"
"Grado","53379","45,67774 13,40323","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Grado–Edmund-Weiß-Gasse 7","1"
"Reifnitz [Maria Wörth]","334808","46,6058 14,1814","Reifnitz [Maria Wörth]","334808","46,6058 14,1814","Directed","Reifnitz [Maria Wörth]–Reifnitz [Maria Wörth]","1"
"Reifnitz [Maria Wörth]","334808","46,6058 14,1814","Wien","50","48,208333 16,373056","Directed","Reifnitz [Maria Wörth]–Wien","1"
"Puchberg am Schneeberg","48761","47,78709 15,91352","Wollzeile 15 (»Berthahof«)","190427","48,208656 16,375924","Directed","Puchberg am Schneeberg–Wollzeile 15 (»Berthahof«)","1"
"Mailand","886","45,46427 9,18951","Mailand","886","45,46427 9,18951","Directed","Mailand–Mailand","1"
"Mailand","886","45,46427 9,18951","Frankgasse 1","168934","48,21533 16,35736","Directed","Mailand–Frankgasse 1","1"
"Celerina","12589","46,5146 9,8622","Kopenhagen","36300","55,67594 12,56553","Directed","Celerina–Kopenhagen","1"
"Bad Gastein","521","47,11547 13,13467","Mödling","968","48,08605 16,28921","Directed","Bad Gastein–Mödling","1"
"Frankfurt am Main","146","50,11552 8,68417","Toblach","987","46,72493 12,22109","Directed","Frankfurt am Main–Toblach","1"
"Windischgarsten","39930","47,72183 14,32823","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Windischgarsten–Tiefer Graben 23","1"
"Charlottenburg","9925","52,516667 13,3","Charlottenburg","9925","52,516667 13,3","Directed","Charlottenburg–Charlottenburg","1"
"Charlottenburg","9925","52,516667 13,3","I., Innere Stadt","51","48,20769 16,37049","Directed","Charlottenburg–I., Innere Stadt","1"
"Breslau","677","51,10773 17,03533","Deutsches Theater Berlin","3","52,524444 13,382222","Directed","Breslau–Deutsches Theater Berlin","1"
"Wien","50","48,208333 16,373056","Karlsbad","842","50,23271 12,87117","Directed","Wien–Karlsbad","1"
"Karlsbad","842","50,23271 12,87117","Meidlinger Hauptstraße","1239","48,178825 16,329918","Directed","Karlsbad–Meidlinger Hauptstraße","1"
"Riva del Garda","465","45,88576 10,84118","Gardone Riviera","374","45,62499 10,56527","Directed","Riva del Garda–Gardone Riviera","1"
"Wien","50","48,208333 16,373056","Weißenbach am Attersee","34344","47,8004 13,5358","Directed","Wien–Weißenbach am Attersee","1"
"Lauffen","35658","47,67203 13,61438","Wien","50","48,208333 16,373056","Directed","Lauffen–Wien","2"
"Como","60525","45,80819 9,0832","Cernobbio","147235","45,841667 9,077778","Directed","Como–Cernobbio","1"
"Cernobbio","147235","45,841667 9,077778","Wien","50","48,208333 16,373056","Directed","Cernobbio–Wien","1"
"Wien","50","48,208333 16,373056","Hotel und Pension Lueg","824","47,753992 13,372111","Directed","Wien–Hotel und Pension Lueg","1"
"Hotel Deutscher Kaiser","88963","49,44914 11,079535","Zirndorf","40867","49,4424 10,95414","Directed","Hotel Deutscher Kaiser–Zirndorf","1"
"Zirndorf","40867","49,4424 10,95414","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Zirndorf–Tiefer Graben 23","1"
"Wartburg","143185","50,96605 10,30646","Wartburg","143185","50,96605 10,30646","Directed","Wartburg–Wartburg","1"
"Wartburg","143185","50,96605 10,30646","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Wartburg–Edmund-Weiß-Gasse 7","1"
"Kaiser-Franz-Ring 54","365095","48,010891 16,242066","Frankgasse 1","168934","48,21533 16,35736","Directed","Kaiser-Franz-Ring 54–Frankgasse 1","2"
"Pörtschach am Wörthersee","44278","46,635556 14,1425","Frankgasse 1","168934","48,21533 16,35736","Directed","Pörtschach am Wörthersee–Frankgasse 1","1"
"Hotel Hermann Blode","298436","55,310876 21,010934","Nida","298432","55,303973 21,00532","Directed","Hotel Hermann Blode–Nida","1"
"Nida","298432","55,303973 21,00532","Wien","50","48,208333 16,373056","Directed","Nida–Wien","1"
"Wien","50","48,208333 16,373056","Hotel Austria [Gmunden]","245236","47,91762 13,79877","Directed","Wien–Hotel Austria [Gmunden]","1"
"Wien","50","48,208333 16,373056","V., Margareten","55","48,18646 16,35491","Directed","Wien–V., Margareten","2"
"V., Margareten","55","48,18646 16,35491","III., Landstraße","53","48,19811 16,39482","Directed","V., Margareten–III., Landstraße","1"
"San Sebastian","40165","43,31283 -1,97499","Wien","50","48,208333 16,373056","Directed","San Sebastian–Wien","1"
"Pörtschach am Wörthersee","44278","46,635556 14,1425","St. Anton am Arlberg","212","47,1275 10,26372","Directed","Pörtschach am Wörthersee–St. Anton am Arlberg","1"
"Bad Aussee","415","47,60998 13,78243","Berlin","168","52,52437 13,41053","Directed","Bad Aussee–Berlin","1"
"Leukerbad","145560","46,37943 7,62687","Leukerbad","145560","46,37943 7,62687","Directed","Leukerbad–Leukerbad","1"
"Leukerbad","145560","46,37943 7,62687","Hinterbrühl","75","48,08611 16,24809","Directed","Leukerbad–Hinterbrühl","1"
"Hauptbahnhof Salzburg","50792","47,813139 13,045769","IX., Alsergrund","59","48,22387 16,35641","Directed","Hauptbahnhof Salzburg–IX., Alsergrund","1"
"Frankgasse 1","168934","48,21533 16,35736","Salzburg","30","47,80067 13,04532","Directed","Frankgasse 1–Salzburg","1"
"Venedig","462","45,43713 12,33265","Brijuni","45260","44,91417 13,76222","Directed","Venedig–Brijuni","1"
"III., Landstraße","53","48,19811 16,39482","Kärntnerring","501","48,201874800905 16,371985203093","Directed","III., Landstraße–Kärntnerring","2"
"Kärntnerring","501","48,201874800905 16,371985203093","Kärntnerring 12/Bösendorferstraße 11","167805","48,20143 16,37196","Directed","Kärntnerring–Kärntnerring 12/Bösendorferstraße 11","2"
"Carbonin","44317","46,62111 12,21722","Carbonin","44317","46,62111 12,21722","Directed","Carbonin–Carbonin","1"
"Carbonin","44317","46,62111 12,21722","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Carbonin–9/3 Post- und Telegraphenamt 72","1"
"I., Innere Stadt","51","48,20769 16,37049","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","I., Innere Stadt–1/1 Post- und Telegraphenamt 1","2"
"Tianjin","118682","39,03839 117,17994","Wien","50","48,208333 16,373056","Directed","Tianjin–Wien","1"
"Sternwartestraße 71","168815","48,23188 16,33716","Städtische Kuranstalt","334794","48,00392 16,2386929","Directed","Sternwartestraße 71–Städtische Kuranstalt","1"
"Frankgasse 1","168934","48,21533 16,35736","VI., Mariahilf","56","48,19522 16,35032","Directed","Frankgasse 1–VI., Mariahilf","1"
"VI., Mariahilf","56","48,19522 16,35032","St. Gilgen","33","47,76667 13,36667","Directed","VI., Mariahilf–St. Gilgen","1"
"St. Gilgen","33","47,76667 13,36667","Fürberg","40276","47,76667 13,38333","Directed","St. Gilgen–Fürberg","1"
"Obere Donaustraße 59","333976","48,217918 16,373282","Unbekannt","365233","nicht vorhanden","Directed","Obere Donaustraße 59–Unbekannt","2"
"Unbekannt","365233","nicht vorhanden","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Unbekannt–9/3 Post- und Telegraphenamt 72","2"
"5, rue de Maubeuge","592","48,876475 2,340852","rue Milton","43403","48,87714 2,34061","Directed","5, rue de Maubeuge–rue Milton","1"
"rue Milton","43403","48,87714 2,34061","I., Innere Stadt","51","48,20769 16,37049","Directed","rue Milton–I., Innere Stadt","1"
"Skagen","44328","57,72093 10,58394","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Skagen–Sternwartestraße 71","1"
"Millstatt am See","41069","46,8052 13,5733","Wien","50","48,208333 16,373056","Directed","Millstatt am See–Wien","1"
"1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Velden am Wörthersee","909","46,61901 14,03129","Directed","1/1 Post- und Telegraphenamt 1–Velden am Wörthersee","1"
"Wien","50","48,208333 16,373056","XIX., Döbling","69","48,25 16,33306","Directed","Wien–XIX., Döbling","1"
"Ilmenau","2351","50,6912 10,9199","Ilmenau","2351","50,6912 10,9199","Directed","Ilmenau–Ilmenau","1"
"Ilmenau","2351","50,6912 10,9199","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Ilmenau–Tiefer Graben 23","1"
"Lueg","186","47,754041 13,372211","St. Gilgen","33","47,76667 13,36667","Directed","Lueg–St. Gilgen","1"
"St. Gilgen","33","47,76667 13,36667","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","St. Gilgen–1/1 Post- und Telegraphenamt 1","1"
"Las Palmas de Gran Canaria","44097","28,09973 -15,41343","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Las Palmas de Gran Canaria–Tiefer Graben 17","1"
"Weißer Hirsch","341236","51,06287 13,82063","Frankgasse 1","168934","48,21533 16,35736","Directed","Weißer Hirsch–Frankgasse 1","1"
"München","45258","48,13743 11,57549","9/2 Post- und Telegraphenamt 71","365211","48,218574 16,35084","Directed","München–9/2 Post- und Telegraphenamt 71","1"
"Städtische Kuranstalt","334794","48,00392 16,2386929","Baden bei Wien","662","48,00543 16,23264","Directed","Städtische Kuranstalt–Baden bei Wien","1"
"Krütznergasse","33993","48,22578 16,34851","VIII., Josefstadt","58","48,21126 16,34706","Directed","Krütznergasse–VIII., Josefstadt","1"
"VIII., Josefstadt","58","48,21126 16,34706","IX., Alsergrund","59","48,22387 16,35641","Directed","VIII., Josefstadt–IX., Alsergrund","1"
"Genua","994","44,40478 8,94439","IX., Alsergrund","59","48,22387 16,35641","Directed","Genua–IX., Alsergrund","1"
"XVIII., Währing","68","48,23333 16,31667","Marienlyst","959","56,042028 12,601917","Directed","XVIII., Währing–Marienlyst","1"
"Breitenfurt bei Wien","1022","48,13333 16,15","Breitenfurt bei Wien","1022","48,13333 16,15","Directed","Breitenfurt bei Wien–Breitenfurt bei Wien","1"
"Breitenfurt bei Wien","1022","48,13333 16,15","IX., Alsergrund","59","48,22387 16,35641","Directed","Breitenfurt bei Wien–IX., Alsergrund","1"
"Paris","182","48,85341 2,3488","München","45258","48,13743 11,57549","Directed","Paris–München","1"
"Hodonín","49823","48,84893 17,13244","Wien","50","48,208333 16,373056","Directed","Hodonín–Wien","1"
"München","45258","48,13743 11,57549","Grand Hotel des Bains","40983","45,413333 12,374722","Directed","München–Grand Hotel des Bains","1"
"Pegli","41022","44,42445 8,81213","Rodaun","173","48,132793312328 16,256152195922","Directed","Pegli–Rodaun","1"
"Ascona","49872","46,15451 8,77327","Bülowstraße","659","52,49737 13,36385","Directed","Ascona–Bülowstraße","1"
"Bülowstraße","659","52,49737 13,36385","Wien","50","48,208333 16,373056","Directed","Bülowstraße–Wien","1"
"Tutzing","44493","47,90938 11,2803","Hasenauerstraße 59","235251","48,23365 16,33494","Directed","Tutzing–Hasenauerstraße 59","1"
"Houlgate","63049","49,299 -0,08153","Wien","50","48,208333 16,373056","Directed","Houlgate–Wien","1"
"Frankgasse 1","168934","48,21533 16,35736","Westerweder Straße 12","364288","53,20177706 8,9298190066","Directed","Frankgasse 1–Westerweder Straße 12","1"
"Hel","144000","54,60384 18,80351","Frankgasse 1","168934","48,21533 16,35736","Directed","Hel–Frankgasse 1","1"
"Budapest","43471","47,49835 19,04045","Wien","50","48,208333 16,373056","Directed","Budapest–Wien","1"
"1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Hotel Savoy [Berlin]","545","52,521572 13,388194","Directed","1/1 Post- und Telegraphenamt 1–Hotel Savoy [Berlin]","1"
"Florenz","263","43,77925 11,24626","Frankgasse 1","168934","48,21533 16,35736","Directed","Florenz–Frankgasse 1","1"
"St. Johann am Wocheiner See","51794","46,27876846439809 13,886888335799096","Tiefer Graben 23","207296","48,213038 16,368738","Directed","St. Johann am Wocheiner See–Tiefer Graben 23","1"
"Brünig","90404","46,75638 8,13777","Brünig","90404","46,75638 8,13777","Directed","Brünig–Brünig","1"
"Brünig","90404","46,75638 8,13777","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Brünig–Tiefer Graben 23","1"
"Cambridge","893","52,2 0,11667","Cambridge","893","52,2 0,11667","Directed","Cambridge–Cambridge","1"
"Cambridge","893","52,2 0,11667","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Cambridge–Edmund-Weiß-Gasse 7","1"
"Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Marienlyst","959","56,042028 12,601917","Directed","Edmund-Weiß-Gasse 7–Marienlyst","1"
"Dresden","866","51,0833 13,7666","Frankgasse 1","168934","48,21533 16,35736","Directed","Dresden–Frankgasse 1","1"
"Wohnung und Ordination Johann Schnitzler Burgring 1","168765","48,20334 16,363819","I., Innere Stadt","51","48,20769 16,37049","Directed","Wohnung und Ordination Johann Schnitzler Burgring 1–I., Innere Stadt","1"
"Madonna di Campiglio","427","46,22671 10,82582","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Madonna di Campiglio–Tiefer Graben 17","1"
"Weimar","197","50,97361 11,33806","Weimar","197","50,97361 11,33806","Directed","Weimar–Weimar","2"
"Weimar","197","50,97361 11,33806","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Weimar–Sternwartestraße 71","1"
"Yantai","118678","37,4725 121,45042","Wien","50","48,208333 16,373056","Directed","Yantai–Wien","1"
"Sternwartestraße 71","168815","48,23188 16,33716","Genf","562","46,20222 6,14569","Directed","Sternwartestraße 71–Genf","1"
"Unterach am Attersee","877","47,80494 13,48728","Berchtesgaden","797","47,63236 13,00187","Directed","Unterach am Attersee–Berchtesgaden","1"
"St. Gilgen","33","47,76667 13,36667","Haus Bahr","207274","48,186771 16,261305","Directed","St. Gilgen–Haus Bahr","1"
"Bad Ischl","213","47,71109 13,61893","Bad Fusch","305739","47,19939 12,85366","Directed","Bad Ischl–Bad Fusch","3"
"Frankgasse 1","168934","48,21533 16,35736","Vahrn","946","46,73901 11,63749","Directed","Frankgasse 1–Vahrn","1"
"XVIII., Währing","68","48,23333 16,31667","VIII., Josefstadt","58","48,21126 16,34706","Directed","XVIII., Währing–VIII., Josefstadt","1"
"Riva del Garda","465","45,88576 10,84118","Willergasse 2","231810","48,139276 16,257741","Directed","Riva del Garda–Willergasse 2","1"
"Wien","50","48,208333 16,373056","Wiesbaden","883","50,08258 8,24932","Directed","Wien–Wiesbaden","1"
"Wiesbaden","883","50,08258 8,24932","Berlin","168","52,52437 13,41053","Directed","Wiesbaden–Berlin","1"
"Lugano","885","46,01008 8,96004","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Lugano–1/1 Post- und Telegraphenamt 1","1"
"Bad Ischl","213","47,71109 13,61893","Skodsborg","958","55,8225 12,57324","Directed","Bad Ischl–Skodsborg","1"
"Amsterdam","40709","52,37403 4,88969","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Amsterdam–Edmund-Weiß-Gasse 7","1"
"Wildbad Waldbrunn","723","46,751211 12,101269","Wildbad Waldbrunn","723","46,751211 12,101269","Directed","Wildbad Waldbrunn–Wildbad Waldbrunn","1"
"Singapur","118677","1,35335 103,86454","IX., Alsergrund","59","48,22387 16,35641","Directed","Singapur–IX., Alsergrund","1"
"I., Innere Stadt","51","48,20769 16,37049","Steindorf am Ossiacher See","34860","46,6992 13,98892","Directed","I., Innere Stadt–Steindorf am Ossiacher See","1"
"Wien","50","48,208333 16,373056","Neues Theater [Berlin]","720","52,521667 13,386111","Directed","Wien–Neues Theater [Berlin]","1"
"Assuan","923","24,09082 32,89942","Old Cataract Hotel","148344","24,082314 32,887318","Directed","Assuan–Old Cataract Hotel","1"
"Old Cataract Hotel","148344","24,082314 32,887318","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Old Cataract Hotel–Sternwartestraße 71","1"
"St. Moritz","44374","46,49937 9,84327","Tiefer Graben 17","207301","48,212284 16,367725","Directed","St. Moritz–Tiefer Graben 17","1"
"Hallstätter See","65265","47,578611 13,660556","Wien","50","48,208333 16,373056","Directed","Hallstätter See–Wien","1"
"Heidelberg","882","49,40768 8,69079","Heidelberg","882","49,40768 8,69079","Directed","Heidelberg–Heidelberg","1"
"Heidelberg","882","49,40768 8,69079","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Heidelberg–Sternwartestraße 71","1"
"Berlin","168","52,52437 13,41053","Venedig","462","45,43713 12,33265","Directed","Berlin–Venedig","1"
"Salzburg","30","47,80067 13,04532","IX., Alsergrund","59","48,22387 16,35641","Directed","Salzburg–IX., Alsergrund","1"
"Maloja Palace","55166","46,40624118391372 9,699499541268919","Maloja","34108","46,401497 9,695937","Directed","Maloja Palace–Maloja","2"
"Maloja","34108","46,401497 9,695937","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Maloja–Tiefer Graben 17","1"
"Opatija","38096","45,33771 14,30515","Opatija","38096","45,33771 14,30515","Directed","Opatija–Opatija","1"
"Opatija","38096","45,33771 14,30515","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Opatija–9/3 Post- und Telegraphenamt 72","1"
"Noordwijk","960","52,26953 4,46354","Noordwijk","960","52,26953 4,46354","Directed","Noordwijk–Noordwijk","1"
"Noordwijk","960","52,26953 4,46354","Seis am Schlern","988","46,54133 11,55868","Directed","Noordwijk–Seis am Schlern","1"
"Hotel Atlantic","774","53,557222 10,004722","Hamburg","506","53,55055 9,993333","Directed","Hotel Atlantic–Hamburg","1"
"Hamburg","506","53,55055 9,993333","Kochgasse 8","249577","48,212327 16,349717","Directed","Hamburg–Kochgasse 8","1"
"Marienbad","772","49,964444 12,701944","Hodonín","49823","48,84893 17,13244","Directed","Marienbad–Hodonín","1"
